,Neighbourhood Cleansed,Bedrooms,Beds,Price,Number of Reviews,Review Scores Rating,classes of rating,class of price,predictors
17919,Lower East Side,1,1,120,2,100,High,Good,"[('n04033995', 'quilt', 0.9961133), ('n03938244', 'pillow', 0.0024648455), ('n04344873', 'studio_couch', 0.0012267443), ('n03388549', 'four-poster', 0.00017129091), ('n04590129', 'window_shade', 6.1031315e-06), ('n03788365', 'mosquito_net', 5.7728926e-06), ('n04380533', 'table_lamp', 2.5284198e-06), ('n04239074', 'sliding_door', 1.2945347e-06), ('n03131574', 'crib', 1.1605086e-06), ('n02098286', 'West_Highland_white_terrier', 7.920626e-07)]"
17928,Lower East Side,3,3,275,0,92.3,Low,Good,"[('n03388549', 'four-poster', 0.9525408), ('n04344873', 'studio_couch', 0.021877505), ('n04590129', 'window_shade', 0.011510618), ('n03788365', 'mosquito_net', 0.004486377), ('n04239074', 'sliding_door', 0.0022935749), ('n04550184', 'wardrobe', 0.0022520141), ('n04033995', 'quilt', 0.002146079), ('n04380533', 'table_lamp', 0.00042489872), ('n04589890', 'window_screen', 0.00030230312), ('n04404412', 'television', 0.0002733762)]"
17940,Lower East Side,0,1,180,10,95,High,Good,"[('n03388549', 'four-poster', 0.91002226), ('n04033995', 'quilt', 0.055462923), ('n04344873', 'studio_couch', 0.014875829), ('n04590129', 'window_shade', 0.0037891222), ('n03788365', 'mosquito_net', 0.0025364568), ('n04380533', 'table_lamp', 0.0017612973), ('n04550184', 'wardrobe', 0.0015553433), ('n03529860', 'home_theater', 0.0008728089), ('n04239074', 'sliding_door', 0.00061170245), ('n03534580', 'hoopskirt', 0.00054366654)]"
17946,Midtown,0,2,110,102,86,Low,Bad,"[('n03388549', 'four-poster', 0.58322513), ('n04344873', 'studio_couch', 0.38118908), ('n03788365', 'mosquito_net', 0.012378001), ('n04239074', 'sliding_door', 0.0069087646), ('n04590129', 'window_shade', 0.0036211093), ('n03529860', 'home_theater', 0.0016043311), ('n04550184', 'wardrobe', 0.0013673295), ('n03899768', 'patio', 0.0013040296), ('n04033995', 'quilt', 0.0010899254), ('n04235860', 'sleeping_bag', 0.00053278584)]"
17953,Morningside Heights,1,1,120,2,100,High,Good,"[('n03388549', 'four-poster', 0.8583909), ('n04239074', 'sliding_door', 0.051732063), ('n04550184', 'wardrobe', 0.018551927), ('n04590129', 'window_shade', 0.00714026), ('n03788365', 'mosquito_net', 0.00567293), ('n03131574', 'crib', 0.0048553324), ('n03776460', 'mobile_home', 0.0047022575), ('n04493381', 'tub', 0.0046575908), ('n02788148', 'bannister', 0.0040834793), ('n02808440', 'bathtub', 0.0034520566)]"
17954,Morningside Heights,2,2,290,2,100,High,Good,"[('n03388549', 'four-poster', 0.91635674), ('n04033995', 'quilt', 0.023794837), ('n04344873', 'studio_couch', 0.016253743), ('n04590129', 'window_shade', 0.011820046), ('n04239074', 'sliding_door', 0.00675393), ('n03018349', 'china_cabinet', 0.0063786567), ('n03788365', 'mosquito_net', 0.002239666), ('n04550184', 'wardrobe', 0.0021509568), ('n04209239', 'shower_curtain', 0.0019145134), ('n04380533', 'table_lamp', 0.0009027532)]"
17987,East Village,1,1,58,4,100,High,Bad,"[('n03388549', 'four-poster', 0.60990566), ('n04033995', 'quilt', 0.19280633), ('n04344873', 'studio_couch', 0.04847412), ('n04550184', 'wardrobe', 0.03152942), ('n03788365', 'mosquito_net', 0.015056748), ('n04590129', 'window_shade', 0.014635857), ('n04584207', 'wig', 0.010671744), ('n03642806', 'laptop', 0.010297641), ('n03637318', 'lampshade', 0.0075381123), ('n04380533', 'table_lamp', 0.0041348645)]"
17990,East Village,1,2,185,4,95,High,Good,"[('n03388549', 'four-poster', 0.71602404), ('n04344873', 'studio_couch', 0.1778423), ('n04239074', 'sliding_door', 0.03567122), ('n04590129', 'window_shade', 0.027443895), ('n04493381', 'tub', 0.005721378), ('n03529860', 'home_theater', 0.0035808797), ('n04550184', 'wardrobe', 0.0028223032), ('n04040759', 'radiator', 0.0023215655), ('n02808440', 'bathtub', 0.0021116415), ('n04033995', 'quilt', 0.0019860999)]"
17998,East Village,0,1,120,6,100,High,Good,"[('n03388549', 'four-poster', 0.51136655), ('n04344873', 'studio_couch', 0.21162157), ('n04033995', 'quilt', 0.14513071), ('n03018349', 'china_cabinet', 0.035371043), ('n03131574', 'crib', 0.023931695), ('n03201208', 'dining_table', 0.011995594), ('n02870880', 'bookcase', 0.011597989), ('n04550184', 'wardrobe', 0.008894158), ('n03661043', 'library', 0.008163357), ('n04239074', 'sliding_door', 0.0034317514)]"
18002,East Village,1,1,79,4,90,Low,Bad,"[('n03388549', 'four-poster', 0.9184001), ('n04344873', 'studio_couch', 0.057762157), ('n03788365', 'mosquito_net', 0.010249324), ('n04033995', 'quilt', 0.0040018787), ('n04590129', 'window_shade', 0.0032876641), ('n03131574', 'crib', 0.0009437632), ('n04239074', 'sliding_door', 0.00065670244), ('n03899768', 'patio', 0.00044799107), ('n04493381', 'tub', 0.0003211752), ('n02870880', 'bookcase', 0.00031533279)]"
18010,East Village,2,3,240,144,88,Low,Good,"[('n03388549', 'four-poster', 0.67108136), ('n04239074', 'sliding_door', 0.16432497), ('n04344873', 'studio_couch', 0.06648497), ('n04590129', 'window_shade', 0.03942077), ('n04201297', 'shoji', 0.020865293), ('n04033995', 'quilt', 0.011411843), ('n03529860', 'home_theater', 0.006968153), ('n04550184', 'wardrobe', 0.004568558), ('n02870880', 'bookcase', 0.0037979102), ('n03788365', 'mosquito_net', 0.003625685)]"
18019,East Village,1,2,135,3,93,High,Good,"[('n03388549', 'four-poster', 0.85084355), ('n03495258', 'harp', 0.031880368), ('n03018349', 'china_cabinet', 0.022449281), ('n03788365', 'mosquito_net', 0.01906158), ('n04344873', 'studio_couch', 0.010089852), ('n03201208', 'dining_table', 0.007764563), ('n04239074', 'sliding_door', 0.006471049), ('n04099969', 'rocking_chair', 0.006029366), ('n04517823', 'vacuum', 0.0052487003), ('n04590129', 'window_shade', 0.004827621)]"
18037,Financial District,1,1,265,30,99,High,Good,"[('n03388549', 'four-poster', 0.7894153), ('n04344873', 'studio_couch', 0.14202519), ('n04550184', 'wardrobe', 0.01984321), ('n04033995', 'quilt', 0.016728887), ('n04239074', 'sliding_door', 0.008116106), ('n04590129', 'window_shade', 0.0032188424), ('n03018349', 'china_cabinet', 0.0032095243), ('n03788365', 'mosquito_net', 0.0029393604), ('n02870880', 'bookcase', 0.0024752156), ('n04209239', 'shower_curtain', 0.0011596378)]"
18060,SoHo,1,2,250,16,88,Low,Good,"[('n03388549', 'four-poster', 0.89819616), ('n04344873', 'studio_couch', 0.07032171), ('n04033995', 'quilt', 0.021800257), ('n03788365', 'mosquito_net', 0.0047128606), ('n04590129', 'window_shade', 0.0015149978), ('n04239074', 'sliding_door', 0.0014171762), ('n03131574', 'crib', 0.0009467874), ('n04550184', 'wardrobe', 0.00018721833), ('n02870880', 'bookcase', 0.00013919402), ('n03938244', 'pillow', 0.00011262293)]"
18070,Upper East Side,1,1,175,41,92,Low,Good,"[('n04033995', 'quilt', 0.83233935), ('n04344873', 'studio_couch', 0.064713664), ('n03131574', 'crib', 0.04247601), ('n03788365', 'mosquito_net', 0.017355053), ('n03938244', 'pillow', 0.0091801705), ('n03388549', 'four-poster', 0.0063575413), ('n04550184', 'wardrobe', 0.0038881407), ('n04239074', 'sliding_door', 0.002184861), ('n04209239', 'shower_curtain', 0.0015219108), ('n03201208', 'dining_table', 0.0014835873)]"
18071,Upper East Side,1,1,65,1,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.71638757), ('n04005630', 'prison', 0.15861885), ('n04550184', 'wardrobe', 0.03819981), ('n04239074', 'sliding_door', 0.021704283), ('n04344873', 'studio_couch', 0.01744048), ('n04201297', 'shoji', 0.012558373), ('n03467068', 'guillotine', 0.00827418), ('n04553703', 'washbasin', 0.0039369897), ('n03788365', 'mosquito_net', 0.0031738488), ('n02788148', 'bannister', 0.0025323757)]"
18093,Theater District,1,1,130,88,87,Low,Good,"[('n04033995', 'quilt', 0.9264128), ('n04235860', 'sleeping_bag', 0.021329196), ('n04344873', 'studio_couch', 0.01724386), ('n04550184', 'wardrobe', 0.010176226), ('n03388549', 'four-poster', 0.00891599), ('n03938244', 'pillow', 0.008730333), ('n03788365', 'mosquito_net', 0.00196166), ('n03998194', 'prayer_rug', 0.0017131962), ('n04525038', 'velvet', 0.00042346102), ('n04239074', 'sliding_door', 0.00026435754)]"
18098,Stuyvesant Town,2,2,169,29,87,Low,Good,"[('n03388549', 'four-poster', 0.5261278), ('n04239074', 'sliding_door', 0.27154714), ('n04344873', 'studio_couch', 0.0778928), ('n04590129', 'window_shade', 0.03991117), ('n03899768', 'patio', 0.0125605), ('n04550184', 'wardrobe', 0.0071858503), ('n04265275', 'space_heater', 0.0055863317), ('n03788365', 'mosquito_net', 0.005429744), ('n04201297', 'shoji', 0.004867929), ('n03337140', 'file', 0.0030015276)]"
18110,Upper East Side,0,1,75,0,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.9946083), ('n04033995', 'quilt', 0.003388515), ('n04344873', 'studio_couch', 0.0015441764), ('n04550184', 'wardrobe', 0.00013137795), ('n03788365', 'mosquito_net', 8.122789e-05), ('n04209239', 'shower_curtain', 6.882482e-05), ('n04590129', 'window_shade', 6.8490226e-05), ('n04239074', 'sliding_door', 3.0569558e-05), ('n03938244', 'pillow', 1.3642534e-05), ('n04330267', 'stove', 5.782565e-06)]"
18113,Upper West Side,2,2,75,2,100,High,Bad,"[('n03388549', 'four-poster', 0.6187504), ('n04344873', 'studio_couch', 0.32213143), ('n03788365', 'mosquito_net', 0.039182793), ('n04033995', 'quilt', 0.0053422493), ('n04590129', 'window_shade', 0.00527696), ('n04239074', 'sliding_door', 0.0034566838), ('n03938244', 'pillow', 0.0015918096), ('n04550184', 'wardrobe', 0.0011750315), ('n04201297', 'shoji', 0.0011485992), ('n03998194', 'prayer_rug', 0.00013491519)]"
18114,Upper West Side,1,1,200,3,100,High,Good,"[('n03388549', 'four-poster', 0.9522718), ('n04344873', 'studio_couch', 0.041646592), ('n04590129', 'window_shade', 0.0025240825), ('n03529860', 'home_theater', 0.0007838401), ('n03788365', 'mosquito_net', 0.00073470955), ('n04033995', 'quilt', 0.00043700976), ('n03290653', 'entertainment_center', 0.00039424593), ('n04201297', 'shoji', 0.00020297893), ('n04239074', 'sliding_door', 0.00015901776), ('n02870880', 'bookcase', 0.000111936126)]"
18143,Upper West Side,1,1,225,0,92.34,Low,Good,"[('n03388549', 'four-poster', 0.5223588), ('n04239074', 'sliding_door', 0.0889128), ('n04033995', 'quilt', 0.08880611), ('n03018349', 'china_cabinet', 0.062379718), ('n04344873', 'studio_couch', 0.05640829), ('n04590129', 'window_shade', 0.05628298), ('n03938244', 'pillow', 0.052963503), ('n04081281', 'restaurant', 0.0076908837), ('n03201208', 'dining_table', 0.0075013847), ('n03788365', 'mosquito_net', 0.0058805416)]"
18147,Upper West Side,1,1,28,1,100,High,Bad,"[('n04033995', 'quilt', 0.7536743), ('n03388549', 'four-poster', 0.20025346), ('n04344873', 'studio_couch', 0.020635722), ('n03938244', 'pillow', 0.0058542364), ('n04429376', 'throne', 0.002460436), ('n03877472', 'pajama', 0.0022027902), ('n03201208', 'dining_table', 0.0020235714), ('n03788365', 'mosquito_net', 0.0018047654), ('n04590129', 'window_shade', 0.0010608911), ('n03018349', 'china_cabinet', 0.0007207749)]"
18170,East Village,1,1,77,0,92.56,Low,Bad,"[('n03388549', 'four-poster', 0.6574396), ('n04239074', 'sliding_door', 0.15119466), ('n04590129', 'window_shade', 0.060750738), ('n04033995', 'quilt', 0.036810867), ('n04344873', 'studio_couch', 0.022041164), ('n04380533', 'table_lamp', 0.019073766), ('n03788365', 'mosquito_net', 0.0100045465), ('n03529860', 'home_theater', 0.0068858215), ('n03637318', 'lampshade', 0.005954251), ('n04201297', 'shoji', 0.003912643)]"
18192,East Harlem,1,1,150,7,80,Low,Good,"[('n03388549', 'four-poster', 0.5777996), ('n04344873', 'studio_couch', 0.19813827), ('n04033995', 'quilt', 0.14780763), ('n03131574', 'crib', 0.041640706), ('n03788365', 'mosquito_net', 0.015445342), ('n04550184', 'wardrobe', 0.0055879178), ('n03201208', 'dining_table', 0.0036272022), ('n04239074', 'sliding_door', 0.0025590037), ('n03125729', 'cradle', 0.0014648654), ('n03938244', 'pillow', 0.0014085432)]"
18194,East Harlem,1,1,62,6,100,High,Bad,"[('n03388549', 'four-poster', 0.71043694), ('n04033995', 'quilt', 0.2161326), ('n04344873', 'studio_couch', 0.057400994), ('n04550184', 'wardrobe', 0.0047993795), ('n03788365', 'mosquito_net', 0.003831869), ('n04590129', 'window_shade', 0.0028479535), ('n04239074', 'sliding_door', 0.0011581968), ('n03938244', 'pillow', 0.000328518), ('n04201297', 'shoji', 0.00024433836), ('n03018349', 'china_cabinet', 0.00022245606)]"
18202,East Harlem,3,3,350,1,100,High,Good,"[('n04033995', 'quilt', 0.7828599), ('n03388549', 'four-poster', 0.16107199), ('n04344873', 'studio_couch', 0.050462563), ('n04590129', 'window_shade', 0.0010848816), ('n04239074', 'sliding_door', 0.0010747629), ('n03938244', 'pillow', 0.0008343102), ('n03788365', 'mosquito_net', 0.0006138491), ('n04380533', 'table_lamp', 0.00059859286), ('n04550184', 'wardrobe', 0.00033242282), ('n03529860', 'home_theater', 0.00013258413)]"
18204,East Harlem,1,2,95,124,96,High,Bad,"[('n03388549', 'four-poster', 0.7655613), ('n04344873', 'studio_couch', 0.19112712), ('n04033995', 'quilt', 0.009084218), ('n04590129', 'window_shade', 0.007227632), ('n03788365', 'mosquito_net', 0.0050389296), ('n04525038', 'velvet', 0.0030328457), ('n04550184', 'wardrobe', 0.0016553439), ('n03877472', 'pajama', 0.00159137), ('n03529860', 'home_theater', 0.0015723245), ('n02699494', 'altar', 0.0009639724)]"
18231,East Village,1,1,175,2,100,High,Good,"[('n03388549', 'four-poster', 0.9346917), ('n04239074', 'sliding_door', 0.03847638), ('n04344873', 'studio_couch', 0.016061675), ('n03788365', 'mosquito_net', 0.006207014), ('n04033995', 'quilt', 0.0010739174), ('n04550184', 'wardrobe', 0.00095970905), ('n04201297', 'shoji', 0.00089397316), ('n04590129', 'window_shade', 0.00021682754), ('n03529860', 'home_theater', 0.00019462801), ('n04005630', 'prison', 0.00016315588)]"
18273,Hell's Kitchen,2,1,100,3,100,High,Bad,"[('n04033995', 'quilt', 0.8987632), ('n03938244', 'pillow', 0.035641886), ('n04344873', 'studio_couch', 0.015546927), ('n03388549', 'four-poster', 0.009806194), ('n03201208', 'dining_table', 0.004050969), ('n03146219', 'cuirass', 0.0020761562), ('n03131574', 'crib', 0.0019996765), ('n02895154', 'breastplate', 0.0016731458), ('n04522168', 'vase', 0.0012995128), ('n03642806', 'laptop', 0.0012664418)]"
18275,Hell's Kitchen,2,2,250,11,95,High,Good,"[('n04033995', 'quilt', 0.9742526), ('n04344873', 'studio_couch', 0.013155564), ('n03938244', 'pillow', 0.0024394111), ('n02808304', 'bath_towel', 0.0023231383), ('n03131574', 'crib', 0.00079667714), ('n03207743', 'dishrag', 0.00068547844), ('n07860988', 'dough', 0.00048416073), ('n04209239', 'shower_curtain', 0.0004101629), ('n03388549', 'four-poster', 0.00040931904), ('n04550184', 'wardrobe', 0.0003310775)]"
18277,Hell's Kitchen,1,2,110,35,94,High,Bad,"[('n03388549', 'four-poster', 0.72270465), ('n04033995', 'quilt', 0.2108412), ('n04344873', 'studio_couch', 0.066095434), ('n03788365', 'mosquito_net', 0.00022025581), ('n04201297', 'shoji', 2.8582443e-05), ('n04590129', 'window_shade', 2.2213924e-05), ('n03131574', 'crib', 1.581649e-05), ('n03201208', 'dining_table', 1.431985e-05), ('n04550184', 'wardrobe', 1.0847699e-05), ('n04380533', 'table_lamp', 5.61874e-06)]"
18283,East Village,1,1,100,0,92.56,Low,Bad,"[('n03388549', 'four-poster', 0.9684534), ('n04344873', 'studio_couch', 0.019007076), ('n04033995', 'quilt', 0.0071779606), ('n03788365', 'mosquito_net', 0.0035818939), ('n04550184', 'wardrobe', 0.00081201125), ('n03998194', 'prayer_rug', 0.00016878516), ('n03131574', 'crib', 0.00014899869), ('n04235860', 'sleeping_bag', 8.950137e-05), ('n04201297', 'shoji', 8.7539534e-05), ('n04239074', 'sliding_door', 5.7865287e-05)]"
18288,East Village,1,1,99,8,89,Low,Bad,"[('n03388549', 'four-poster', 0.6194048), ('n04550184', 'wardrobe', 0.14021389), ('n04239074', 'sliding_door', 0.08338553), ('n04344873', 'studio_couch', 0.043568578), ('n03018349', 'china_cabinet', 0.021615496), ('n04040759', 'radiator', 0.006821794), ('n02870880', 'bookcase', 0.005023369), ('n03201208', 'dining_table', 0.0043550422), ('n03998194', 'prayer_rug', 0.0035394614), ('n03223299', 'doormat', 0.0034575753)]"
18289,East Village,1,2,89,18,91,Low,Bad,"[('n03388549', 'four-poster', 0.6554116), ('n04344873', 'studio_couch', 0.1842339), ('n04239074', 'sliding_door', 0.061475787), ('n04550184', 'wardrobe', 0.018818632), ('n03788365', 'mosquito_net', 0.010854309), ('n03201208', 'dining_table', 0.0072560455), ('n04590129', 'window_shade', 0.004937841), ('n03376595', 'folding_chair', 0.0040423255), ('n03899768', 'patio', 0.00315339), ('n02788148', 'bannister', 0.002454597)]"
18308,East Village,1,1,120,4,90,Low,Good,"[('n03388549', 'four-poster', 0.6654273), ('n04344873', 'studio_couch', 0.0961547), ('n04590129', 'window_shade', 0.061014347), ('n04033995', 'quilt', 0.05174701), ('n02870880', 'bookcase', 0.045223083), ('n03018349', 'china_cabinet', 0.031066582), ('n03290653', 'entertainment_center', 0.008346702), ('n04550184', 'wardrobe', 0.0050085727), ('n04239074', 'sliding_door', 0.0038100523), ('n03529860', 'home_theater', 0.003178073)]"
18313,Gramercy,1,2,200,2,70,Low,Good,"[('n03388549', 'four-poster', 0.79990274), ('n04344873', 'studio_couch', 0.1415454), ('n04033995', 'quilt', 0.036396787), ('n03788365', 'mosquito_net', 0.009245556), ('n04550184', 'wardrobe', 0.0026054424), ('n03018349', 'china_cabinet', 0.0024497372), ('n04239074', 'sliding_door', 0.0016886987), ('n04590129', 'window_shade', 0.0013905726), ('n04493381', 'tub', 0.00071788987), ('n03452741', 'grand_piano', 0.0004991374)]"
18340,Harlem,1,2,65,28,95,High,Bad,"[('n03388549', 'four-poster', 0.5936481), ('n04033995', 'quilt', 0.33284318), ('n04344873', 'studio_couch', 0.037090976), ('n03938244', 'pillow', 0.016804578), ('n03788365', 'mosquito_net', 0.005037063), ('n04590129', 'window_shade', 0.0041371323), ('n04550184', 'wardrobe', 0.002566081), ('n04380533', 'table_lamp', 0.0019297262), ('n03637318', 'lampshade', 0.0008013079), ('n04239074', 'sliding_door', 0.0004313781)]"
18342,Harlem,1,1,89,5,100,High,Bad,"[('n03388549', 'four-poster', 0.91784406), ('n04344873', 'studio_couch', 0.045901697), ('n03788365', 'mosquito_net', 0.01451471), ('n04033995', 'quilt', 0.010012844), ('n04239074', 'sliding_door', 0.0048315944), ('n04550184', 'wardrobe', 0.0036828236), ('n04201297', 'shoji', 0.00199172), ('n04590129', 'window_shade', 0.00035745275), ('n03529860', 'home_theater', 0.00015276049), ('n03290653', 'entertainment_center', 7.036716e-05)]"
18347,Harlem,1,1,65,21,92,Low,Bad,"[('n04033995', 'quilt', 0.7992594), ('n04344873', 'studio_couch', 0.166005), ('n03388549', 'four-poster', 0.016762951), ('n04235860', 'sleeping_bag', 0.0076841963), ('n03788365', 'mosquito_net', 0.0021508308), ('n02808304', 'bath_towel', 0.00176796), ('n04550184', 'wardrobe', 0.0012987328), ('n03998194', 'prayer_rug', 0.0008411295), ('n04507155', 'umbrella', 0.00073674106), ('n03938244', 'pillow', 0.0006524189)]"
18349,Harlem,0,1,100,0,92.28,Low,Bad,"[('n04033995', 'quilt', 0.7516782), ('n03388549', 'four-poster', 0.0759662), ('n04344873', 'studio_couch', 0.049256008), ('n04099969', 'rocking_chair', 0.040489234), ('n04590129', 'window_shade', 0.012783831), ('n03998194', 'prayer_rug', 0.0085938545), ('n03938244', 'pillow', 0.0062706787), ('n04550184', 'wardrobe', 0.004778673), ('n03788365', 'mosquito_net', 0.0044290135), ('n03376595', 'folding_chair', 0.0035507947)]"
18362,Harlem,1,1,98,26,85,Low,Bad,"[('n04033995', 'quilt', 0.8342275), ('n04344873', 'studio_couch', 0.07700189), ('n03788365', 'mosquito_net', 0.026085561), ('n03388549', 'four-poster', 0.01805592), ('n03938244', 'pillow', 0.005431948), ('n04239074', 'sliding_door', 0.0043733576), ('n04590129', 'window_shade', 0.0030995945), ('n04550184', 'wardrobe', 0.0026300598), ('n04070727', 'refrigerator', 0.002465727), ('n04380533', 'table_lamp', 0.0015094157)]"
18374,Harlem,1,1,53,4,90,Low,Bad,"[('n03388549', 'four-poster', 0.5278718), ('n04344873', 'studio_couch', 0.2645297), ('n04033995', 'quilt', 0.07441435), ('n03018349', 'china_cabinet', 0.023549005), ('n03788365', 'mosquito_net', 0.015062813), ('n03938244', 'pillow', 0.010835616), ('n03776460', 'mobile_home', 0.009060147), ('n03584829', 'iron', 0.0089020915), ('n03980874', 'poncho', 0.007004999), ('n04550184', 'wardrobe', 0.0055916375)]"
18401,Theater District,1,1,199,15,84,Low,Good,"[('n03388549', 'four-poster', 0.76719046), ('n04344873', 'studio_couch', 0.19042431), ('n04033995', 'quilt', 0.027298972), ('n03788365', 'mosquito_net', 0.0059427656), ('n04550184', 'wardrobe', 0.00341836), ('n03131574', 'crib', 0.0028248779), ('n04239074', 'sliding_door', 0.0004256419), ('n04590129', 'window_shade', 0.00038832347), ('n02870880', 'bookcase', 0.00031483194), ('n03347037', 'fire_screen', 0.00025551073)]"
18404,Tribeca,0,1,150,26,91,Low,Good,"[('n03388549', 'four-poster', 0.7980035), ('n04344873', 'studio_couch', 0.070354514), ('n04033995', 'quilt', 0.05813696), ('n03529860', 'home_theater', 0.00999708), ('n03290653', 'entertainment_center', 0.009890567), ('n04550184', 'wardrobe', 0.009764865), ('n04239074', 'sliding_door', 0.0087026525), ('n04404412', 'television', 0.00579861), ('n04590129', 'window_shade', 0.003750722), ('n03788365', 'mosquito_net', 0.003597439)]"
18418,Upper East Side,1,1,90,258,92,Low,Bad,"[('n03388549', 'four-poster', 0.9054218), ('n04239074', 'sliding_door', 0.038265884), ('n04550184', 'wardrobe', 0.01607531), ('n04590129', 'window_shade', 0.009182673), ('n04201297', 'shoji', 0.0067870924), ('n04344873', 'studio_couch', 0.0067467457), ('n04033995', 'quilt', 0.0045257686), ('n03899768', 'patio', 0.003147856), ('n03788365', 'mosquito_net', 0.0015600668), ('n04209239', 'shower_curtain', 0.0007409077)]"
18419,Upper East Side,,1,200,13,97,High,Good,"[('n03388549', 'four-poster', 0.86927015), ('n04344873', 'studio_couch', 0.10346418), ('n04550184', 'wardrobe', 0.0063469675), ('n03131574', 'crib', 0.004827874), ('n03337140', 'file', 0.0026853743), ('n03788365', 'mosquito_net', 0.00227734), ('n03179701', 'desk', 0.0020775439), ('n04033995', 'quilt', 0.0019262393), ('n02870880', 'bookcase', 0.0011309606), ('n03016953', 'chiffonier', 0.0009422623)]"
18422,Upper East Side,1,1,70,0,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.9398239), ('n04590129', 'window_shade', 0.031833064), ('n04344873', 'studio_couch', 0.013745431), ('n03529860', 'home_theater', 0.0052210493), ('n04239074', 'sliding_door', 0.00296319), ('n03788365', 'mosquito_net', 0.0018598196), ('n04033995', 'quilt', 0.0010648), ('n04550184', 'wardrobe', 0.0007111032), ('n03018349', 'china_cabinet', 0.00032494048), ('n04380533', 'table_lamp', 0.00031116887)]"
18425,Upper East Side,0,1,200,4,100,High,Good,"[('n04033995', 'quilt', 0.7242646), ('n03388549', 'four-poster', 0.23697712), ('n04344873', 'studio_couch', 0.031951938), ('n03788365', 'mosquito_net', 0.0019597064), ('n04239074', 'sliding_door', 0.0016237074), ('n04590129', 'window_shade', 0.0008105791), ('n03131574', 'crib', 0.0005917832), ('n03018349', 'china_cabinet', 0.0003649826), ('n03529860', 'home_theater', 0.00031714534), ('n04550184', 'wardrobe', 0.00022591636)]"
18433,Upper West Side,1,1,150,0,92.34,Low,Good,"[('n03388549', 'four-poster', 0.68122774), ('n04344873', 'studio_couch', 0.11261711), ('n04033995', 'quilt', 0.04077143), ('n04099969', 'rocking_chair', 0.021233115), ('n03796401', 'moving_van', 0.014833546), ('n03788365', 'mosquito_net', 0.012395719), ('n03529860', 'home_theater', 0.005403709), ('n02870880', 'bookcase', 0.00466254), ('n04239074', 'sliding_door', 0.004451989), ('n03899768', 'patio', 0.004297187)]"
18434,Upper West Side,1,1,88,0,92.34,Low,Bad,"[('n03388549', 'four-poster', 0.7908377), ('n04033995', 'quilt', 0.12633085), ('n04344873', 'studio_couch', 0.06685646), ('n04550184', 'wardrobe', 0.0066424585), ('n03788365', 'mosquito_net', 0.0036903603), ('n04201297', 'shoji', 0.0010703752), ('n03529860', 'home_theater', 0.00094191043), ('n04239074', 'sliding_door', 0.00084069377), ('n04590129', 'window_shade', 0.0005014308), ('n04404412', 'television', 0.00045775343)]"
18457,Upper East Side,0,1,115,5,95,High,Bad,"[('n03388549', 'four-poster', 0.84170824), ('n04239074', 'sliding_door', 0.031068437), ('n04344873', 'studio_couch', 0.0128506655), ('n04201297', 'shoji', 0.008076331), ('n04033995', 'quilt', 0.0071399705), ('n04380533', 'table_lamp', 0.006910915), ('n04550184', 'wardrobe', 0.006275362), ('n03788365', 'mosquito_net', 0.006022957), ('n03018349', 'china_cabinet', 0.0049818913), ('n04081281', 'restaurant', 0.0040935664)]"
18471,Washington Heights,1,1,40,5,100,High,Bad,"[('n03388549', 'four-poster', 0.6101585), ('n04344873', 'studio_couch', 0.17885672), ('n03125729', 'cradle', 0.025524696), ('n03018349', 'china_cabinet', 0.020696076), ('n03201208', 'dining_table', 0.015828254), ('n04201297', 'shoji', 0.015759058), ('n04239074', 'sliding_door', 0.015174227), ('n03131574', 'crib', 0.014480536), ('n04590129', 'window_shade', 0.010224626), ('n04005630', 'prison', 0.009712088)]"
18474,Washington Heights,1,1,80,0,92.27,Low,Bad,"[('n03388549', 'four-poster', 0.74713266), ('n04239074', 'sliding_door', 0.11366611), ('n04201297', 'shoji', 0.09322673), ('n04550184', 'wardrobe', 0.015640281), ('n04344873', 'studio_couch', 0.01418777), ('n04033995', 'quilt', 0.00556155), ('n03788365', 'mosquito_net', 0.0031935135), ('n04590129', 'window_shade', 0.0012541068), ('n03018349', 'china_cabinet', 0.0009800667), ('n02870880', 'bookcase', 0.0005755134)]"
18499,Upper West Side,3,3,140,0,92.34,Low,Good,"[('n03388549', 'four-poster', 0.8621179), ('n04033995', 'quilt', 0.056556243), ('n04590129', 'window_shade', 0.024821524), ('n04344873', 'studio_couch', 0.016536733), ('n04550184', 'wardrobe', 0.006913109), ('n04239074', 'sliding_door', 0.0061272574), ('n02870880', 'bookcase', 0.0055574356), ('n04201297', 'shoji', 0.0025224516), ('n03529860', 'home_theater', 0.0011903445), ('n04099969', 'rocking_chair', 0.0010559112)]"
18509,Upper West Side,1,1,70,2,90,Low,Bad,"[('n03388549', 'four-poster', 0.6295859), ('n04239074', 'sliding_door', 0.13848935), ('n04344873', 'studio_couch', 0.065996304), ('n04550184', 'wardrobe', 0.064477034), ('n04033995', 'quilt', 0.06242716), ('n03788365', 'mosquito_net', 0.008790624), ('n04404412', 'television', 0.005538517), ('n04201297', 'shoji', 0.004137155), ('n03290653', 'entertainment_center', 0.0037928913), ('n03018349', 'china_cabinet', 0.0019483787)]"
